0.0,1.0,4.0,0.0639637787343972,3.452902830719413E-4,0.0,0.0,-3.452902830719413E-4,0.0639637787343972,0.0,0.0,0.0,0.0,0.06396471070334413,0.0,-7.0,2.0,-500.0,1.0
180.0,1.0,4.0,0.0639637787343972,3.452902830719413E-4,0.0,0.0,-3.452902830719413E-4,0.0639637787343972,0.0,0.0,0.0,0.0,0.06396471070334413,0.0,-7.0,2.0,-500.0,1.0
600.0,1.0,4.0,0.5372550268871151,0.06622606052911523,-0.060470322699125466,0.0,-0.0896802710775475,0.3967459453755538,-0.362264570091436,0.0,0.0,0.3672768420018737,0.4022352996259129,0.0,-43.0,-19.0,-500.0,1.0
720.0,1.0,4.0,0.5372550268871151,0.06622606052911523,-0.060470322699125466,0.0,-0.0896802710775475,0.3967459453755538,-0.362264570091436,0.0,0.0,0.3672768420018737,0.4022352996259129,0.0,-43.0,-19.0,-500.0,1.0
900.0,1.0,4.0,0.5372550268871151,0.06622606052911523,-0.060470322699125466,0.0,-0.0896802710775475,0.3967459453755538,-0.362264570091436,0.0,0.0,0.3672768420018737,0.4022352996259129,0.0,-610.0,-79.0,-500.0,1.0
1020.0,1.0,4.0,0.5372550268871151,0.06622606052911523,-0.060470322699125466,0.0,-0.0896802710775475,0.3967459453755538,-0.362264570091436,0.0,0.0,0.3672768420018737,0.4022352996259129,0.0,-610.0,-79.0,-500.0,1.0
1440.0,1.0,4.0,0.23127067248257152,0.028508147505259363,-0.02603049110009222,0.0,-0.03860441608279558,0.17078612018462708,-0.15594301876910993,0.0,0.0,0.15810063747415742,0.1731491071934808,0.0,-131.0,0.0,-500.0,1.0
1740.0,1.0,4.0,0.23127067248257152,0.028508147505259363,-0.02603049110009222,0.0,-0.03860441608279558,0.17078612018462708,-0.15594301876910993,0.0,0.0,0.15810063747415742,0.1731491071934808,0.0,-131.0,0.0,-500.0,1.0
2160.0,1.0,4.0,0.0639637787343972,3.452902830719413E-4,0.0,0.0,-3.452902830719413E-4,0.0639637787343972,0.0,0.0,0.0,0.0,0.06396471070334413,0.0,-7.0,2.0,-500.0,1.0
3600.0,1.0,4.0,0.0639637787343972,3.452902830719413E-4,0.0,0.0,-3.452902830719413E-4,0.0639637787343972,0.0,0.0,0.0,0.0,0.06396471070334413,0.0,-7.0,2.0,-500.0,1.0
